,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
59,1 PETA [cytosol] + 1 CTP [cytosol] <=> 1 PPi [cytosol] + 1 CDP-ETA [cytosol],,,R-ALL-428686 + R-ALL-110614 <=> R-ALL-111294 + R-ALL-1500603,R-BTA-1483190;R-CEL-1483190;R-CFA-1483190;R-DDI-1483190;R-DME-1483190;R-DRE-1483190;R-GGA-1483190;R-HSA-1483190;R-MMU-1483190;R-PFA-1483190;R-RNO-1483190;R-SCE-1483190;R-SPO-1483190;R-SSC-1483190;R-XTR-1483190
60,1 H2O [cytosol] + 1 PA + 1 H2O [cytosol] + 1 PA <=> 1 Pi [cytosol] + 1 DAG + 1 Pi [cytosol] + 1 DAG,L_HGdelete,,R-ALL-29356 + R-ALL-426755 + R-ALL-29356 + R-ALL-426755 <=> R-ALL-29372 + R-ALL-1500596 + R-ALL-29372 + R-ALL-1500596,R-BTA-1483203;R-CEL-1483203;R-CFA-1483203;R-DDI-1483203;R-DME-1483203;R-DRE-1483203;R-GGA-1483203;R-HSA-1483203;R-MMU-1483203;R-PFA-1483203;R-RNO-1483203;R-SCE-1483203;R-SPO-1483203;R-SSC-1483203;R-XTR-1483203
61,1 ATP [cytosol] + 1 ETA [cytosol] <=> 1 ADP [cytosol] + 1 PETA [cytosol],,,R-ALL-113592 + R-ALL-1498751 <=> R-ALL-29370 + R-ALL-428686,R-BTA-1483222;R-CEL-1483222;R-CFA-1483222;R-DDI-1483222;R-DME-1483222;R-DRE-1483222;R-GGA-1483222;R-HSA-1483222;R-MMU-1483222;R-PFA-1483222;R-RNO-1483222;R-SCE-1483222;R-SPO-1483222;R-SSC-1483222;R-XTR-1483222
62,1 ATP [cytosol] + 1 CoA-SH [cytosol] + NA <=> 1 PPi [cytosol] + 1 H2O [cytosol] + NA + 1 AMP [cytosol],,,R-ALL-113592 + R-ALL-76194 + R-ALL-194096 <=> R-ALL-111294 + R-ALL-29356 + R-ALL-194073 + R-ALL-76577,R-BTA-159425;R-CEL-159425;R-DME-159425;R-DRE-159425;R-GGA-159425;R-HSA-159425;R-MMU-159425;R-RNO-159425;R-SCE-159425;R-SSC-159425;R-XTR-159425
63,1 H2O [extracellular region] + 1 PG <=> 1 LPG + 1 LCB,L_FAdelete,,R-ALL-109276 + R-ALL-1602402 <=> R-ALL-1602415 + R-ALL-1602366,R-BTA-1602368;R-CEL-1602368;R-CFA-1602368;R-DME-1602368;R-DRE-1602368;R-GGA-1602368;R-HSA-1602368;R-MMU-1602368;R-RNO-1602368;R-SSC-1602368;R-XTR-1602368
64,1 H2O [extracellular region] + 1 PS <=> 1 LPS + 1 LCB,L_FAdelete,,R-ALL-109276 + R-ALL-33625 <=> R-ALL-1602419 + R-ALL-1602366,R-BTA-1602374;R-CEL-1602374;R-CFA-1602374;R-DME-1602374;R-DRE-1602374;R-GGA-1602374;R-HSA-1602374;R-MMU-1602374;R-RNO-1602374;R-SSC-1602374;R-XTR-1602374
65,1 H2O [extracellular region] + 1 PI <=> 1 LPI + 1 LCB,L_FAdelete,,R-ALL-109276 + R-ALL-426658 <=> R-ALL-1602420 + R-ALL-1602366,R-BTA-1602377;R-CEL-1602377;R-CFA-1602377;R-DME-1602377;R-DRE-1602377;R-GGA-1602377;R-HSA-1602377;R-MMU-1602377;R-RNO-1602377;R-SSC-1602377;R-XTR-1602377
66,1 PE + 1 H2O [extracellular region] <=> 1 LPE + 1 LCB,L_FAdelete,,R-ALL-1602375 + R-ALL-109276 <=> R-ALL-1602372 + R-ALL-1602366,R-BTA-1602398;R-CEL-1602398;R-CFA-1602398;R-DME-1602398;R-DRE-1602398;R-GGA-1602398;R-HSA-1602398;R-MMU-1602398;R-RNO-1602398;R-SSC-1602398;R-XTR-1602398
67,1 H2O [extracellular region] + 1 PC <=> 1 LPC + 1 LCB,L_FAdelete,,R-ALL-109276 + R-ALL-429802 <=> R-ALL-1602390 + R-ALL-1602366,R-BTA-1602399;R-BTA-1602417;R-CEL-1602399;R-CEL-1602417;R-CFA-1602399;R-CFA-1602417;R-DME-1602399;R-DME-1602417;R-DRE-1602399;R-DRE-1602417;R-GGA-1602399;R-GGA-1602417;R-HSA-1602399;R-HSA-1602417;R-MMU-1602399;R-MMU-1602417;R-RNO-1602399;R-RNO-1602417;R-SSC-1602399;R-SSC-1602417;R-XTR-1602399;R-XTR-1602417
68,1 H2O [extracellular region] + 1 PA <=> 1 LPA + 1 LCB,L_FAdelete,,R-ALL-109276 + R-ALL-1602448 <=> R-ALL-1602447 + R-ALL-1602366,R-BTA-1602446;R-CEL-1602446;R-CFA-1602446;R-DME-1602446;R-DRE-1602446;R-GGA-1602446;R-HSA-1602446;R-MMU-1602446;R-RNO-1602446;R-SSC-1602446;R-XTR-1602446
69,1 H2O [lysosomal lumen] + NA <=> 1 GM2A + 1 GalNAc [lysosomal lumen] + 1 GM3,,,R-ALL-1605715 + R-BTA-1605600 <=> R-BTA-1605614 + R-ALL-1605658 + R-ALL-1605641,R-BTA-1605595
70,1 H2O [lysosomal lumen] + 1 Globoside [lysosomal lumen] <=> 1 Hex3Cer + 1 GalNAc [lysosomal lumen],,,R-ALL-1605715 + R-ALL-1605608 <=> R-ALL-1605716 + R-ALL-1605658,R-BTA-1605632;R-CEL-1605632;R-CFA-1605632;R-DDI-1605632;R-DRE-1605632;R-GGA-1605632;R-HSA-1605632;R-MMU-1605632;R-RNO-1605632;R-XTR-1605632
71,1 GM2A + 1 GM2 <=> NA,,,R-BTA-1605614 + R-ALL-1605610 <=> R-BTA-1605600,R-BTA-1605717
72,1 GM3 + 1 H2O [cytosol] <=> 1 Neu5Ac [cytosol] + 1 Hex2Cer,L_HGmodify,,R-ALL-1605590 + R-ALL-29356 <=> R-ALL-428633 + R-ALL-1605647,R-BTA-1605723;R-CFA-1605723;R-DRE-1605723;R-GGA-1605723;R-HSA-1605723;R-MMU-1605723;R-RNO-1605723;R-SSC-1605723;R-XTR-1605723
73,1 H2O [lysosomal lumen] + 1 GM3 <=> 1 Hex2Cer + 1 Neu5Ac [lysosomal lumen],L_HGmodify,,R-ALL-1605715 + R-ALL-1605641 <=> R-ALL-1605601 + R-ALL-428639,R-BTA-1605724;R-DRE-1605724;R-GGA-1605724;R-HSA-1605724;R-MMU-1605724;R-RNO-1605724;R-SSC-1605724;R-XTR-1605724
74,1 Hex3Cer + 1 H2O [lysosomal lumen] <=> 1 Gal [lysosomal lumen] + 1 Hex2Cer,L_HGmodify,,R-ALL-1605716 + R-ALL-1605715 <=> R-ALL-1605637 + R-ALL-1605601,R-BTA-1605736;R-CEL-1605736;R-CFA-1605736;R-DDI-1605736;R-DME-1605736;R-DRE-1605736;R-GGA-1605736;R-HSA-1605736;R-MMU-1605736;R-RNO-1605736;R-SPO-1605736;R-SSC-1605736;R-XTR-1605736
75,1 H2O [cytosol] + 1 GM3 <=> 1 Neu5Ac [cytosol] + 1 Hex2Cer,L_HGmodify,,R-ALL-29356 + R-ALL-1605649 <=> R-ALL-428633 + R-ALL-1605618,R-BTA-1605768;R-CFA-1605768;R-DRE-1605768;R-GGA-1605768;R-HSA-1605768;R-MMU-1605768;R-RNO-1605768;R-SSC-1605768;R-XTR-1605768
76,1 H2O [lysosomal lumen] + 1 SM 18:1 <=> 1 ChoP [lysosomal lumen] + 1 Cer,L_HGdelete,,R-ALL-1605715 + R-ALL-1605713 <=> R-ALL-1605750 + R-ALL-1605673,R-BTA-1605797;R-CEL-1605797;R-CFA-1605797;R-DDI-1605797;R-DME-1605797;R-DRE-1605797;R-GGA-1605797;R-HSA-1605797;R-MMU-1605797;R-RNO-1605797;R-SSC-1605797;R-XTR-1605797
77,1 H2O [cytosol] + 1 SM 18:1 <=> 1 Cer + 1 ChoP [plasma membrane],L_HGdelete,,R-ALL-29356 + R-ALL-429776 <=> R-ALL-429807 + R-ALL-1610735,R-BTA-1606273;R-BTA-1640164;R-CEL-1606273;R-CEL-1640164;R-CFA-1606273;R-CFA-1640164;R-DDI-1640164;R-DME-1606273;R-DRE-1606273;R-DRE-1640164;R-GGA-1606273;R-GGA-1640164;R-HSA-1606273;R-HSA-1640164;R-MMU-1606273;R-MMU-1640164;R-PFA-1606273;R-RNO-1606273;R-RNO-1640164;R-SCE-1606273;R-SCE-1640164;R-SPO-1606273;R-SPO-1640164;R-SSC-1606273;R-SSC-1640164;R-XTR-1606273;R-XTR-1640164
78,1 H2O [cytosol] + 1 Cer <=> 1 LCB + 1 RCOOH [cytosol],L_FAdelete,,R-ALL-29356 + R-ALL-429807 <=> R-ALL-1606609 + R-ALL-1861754,R-BTA-1606583;R-DDI-1606583;R-DME-1606583;R-DRE-1606583;R-GGA-1606583;R-HSA-1606583;R-MMU-1606583;R-RNO-1606583;R-SSC-1606583;R-XTR-1606583
79,1 H2O [endoplasmic reticulum lumen] + 1 ACoA <=> 1 ACoA + 1 SO4(2-) [endoplasmic reticulum lumen],,,R-ALL-113519 + R-ALL-1609648 <=> R-ALL-1609650 + R-ALL-1609649,R-BTA-1606839;R-CFA-1606839;R-DRE-1606839;R-GGA-1606839;R-HSA-1606839;R-MMU-1606839;R-RNO-1606839;R-SSC-1606839;R-XTR-1606839
80,1 NAD+ [endoplasmic reticulum lumen] + NA <=> 1 H2S [endoplasmic reticulum lumen] + 1 NADH [endoplasmic reticulum lumen] + NA,,,R-ALL-194653 + R-BTA-1614312 <=> R-ALL-1663154 + R-ALL-194697 + R-BTA-1614309,R-BTA-1614362
81,1 UDP-Glc [Golgi lumen] + 1 Cer <=> 1 HexCer + 1 UDP [Golgi lumen],L_HGdelete,,R-ALL-744227 + R-ALL-428270 <=> R-ALL-1660674 + R-ALL-205687,R-BTA-1638104;R-CEL-1638104;R-CFA-1638104;R-DME-1638104;R-DRE-1638104;R-GGA-1638104;R-HSA-1638104;R-MMU-1638104;R-RNO-1638104;R-SSC-1638104;R-XTR-1638104
82,1 Cer + 1 ATP [cytosol] <=> 1 ADP [cytosol] + 1 CerP,L_HGdelete,,R-ALL-429807 + R-ALL-113592 <=> R-ALL-29370 + R-ALL-1638840,R-BTA-1638845;R-CEL-1638845;R-CFA-1638845;R-DME-1638845;R-DRE-1638845;R-GGA-1638845;R-HSA-1638845;R-MMU-1638845;R-RNO-1638845;R-SSC-1638845;R-XTR-1638845
83,NA <=> NA,,,R-BTA-2065556 <=> R-BTA-2065543,R-BTA-1655831
84,1 ATP [cytosol] + 1 PIP2 <=> 1 PIP3 + 1 ADP [cytosol],L_HGmodify,,R-ALL-113592 + R-ALL-202247 <=> R-ALL-179838 + R-ALL-29370,R-BTA-1675773;R-CEL-1675773;R-CFA-1675773;R-DDI-1675773;R-DME-1675773;R-DRE-1675773;R-GGA-1675773;R-HSA-1675773;R-MMU-1675773;R-PFA-1675773;R-RNO-1675773;R-SCE-1675773;R-SPO-1675773;R-SSC-1675773;R-XTR-1675773
85,1 PIP + 1 ATP [cytosol] <=> 1 ADP [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-1806240 + R-ALL-113592 <=> R-ALL-29370 + R-ALL-179856,R-BTA-1675776;R-CEL-1675776;R-CFA-1675776;R-DDI-1675776;R-DME-1675776;R-DRE-1675776;R-GGA-1675776;R-HSA-1675776;R-MMU-1675776;R-PFA-1675776;R-RNO-1675776;R-SCE-1675776;R-SPO-1675776;R-SSC-1675776;R-XTR-1675776
86,1 ATP [cytosol] + 1 PI <=> 1 ADP [cytosol] + 1 PIP,L_HGmodify,,R-ALL-113592 + R-ALL-426658 <=> R-ALL-29370 + R-ALL-392417,R-BTA-1675780;R-CEL-1675780;R-CFA-1675780;R-DME-1675780;R-DRE-1675780;R-GGA-1675780;R-HSA-1675780;R-MMU-1675780;R-RNO-1675780;R-SCE-1675780;R-SPO-1675780;R-SSC-1675780;R-XTR-1675780
87,1 PIP + 1 H2O [cytosol] <=> 1 Pi [cytosol] + 1 PI,L_HGmodify,,R-ALL-1806198 + R-ALL-29356 <=> R-ALL-29372 + R-ALL-1806195,R-BTA-1675795;R-CEL-1675795;R-CFA-1675795;R-DDI-1675795;R-DME-1675795;R-DRE-1675795;R-GGA-1675795;R-HSA-1675795;R-MMU-1675795;R-RNO-1675795;R-SCE-1675795;R-SPO-1675795;R-SSC-1675795;R-XTR-1675795
88,1 ATP [cytosol] + 1 PI <=> 1 PIP + 1 ADP [cytosol],L_HGmodify,,R-ALL-113592 + R-ALL-426658 <=> R-ALL-1806240 + R-ALL-29370,R-BTA-1675810;R-CEL-1675810;R-CFA-1675810;R-DDI-1675810;R-DME-1675810;R-DRE-1675810;R-GGA-1675810;R-HSA-1675810;R-MMU-1675810;R-PFA-1675810;R-RNO-1675810;R-SCE-1675810;R-SPO-1675810;R-SSC-1675810;R-XTR-1675810
89,1 ATP [cytosol] + 1 PI <=> 1 ADP [cytosol] + 1 PIP,L_HGmodify,,R-ALL-113592 + R-ALL-426639 <=> R-ALL-29370 + R-ALL-1806234,R-BTA-1675813;R-CEL-1675813;R-CFA-1675813;R-DDI-1675813;R-DME-1675813;R-DRE-1675813;R-GGA-1675813;R-HSA-1675813;R-MMU-1675813;R-RNO-1675813;R-SCE-1675813;R-SPO-1675813;R-SSC-1675813;R-XTR-1675813
90,1 PIP2 + 1 H2O [cytosol] <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-1806165 + R-ALL-29356 <=> R-ALL-29372 + R-ALL-1806217,R-BTA-1675824;R-CEL-1675824;R-CFA-1675824;R-DDI-1675824;R-DME-1675824;R-DRE-1675824;R-GGA-1675824;R-HSA-1675824;R-MMU-1675824;R-RNO-1675824;R-SPO-1675824;R-SSC-1675824;R-XTR-1675824
91,1 ATP [cytosol] + 1 PIP <=> 1 PIP2 + 1 ADP [cytosol],L_HGmodify,,R-ALL-113592 + R-ALL-1806217 <=> R-ALL-1806230 + R-ALL-29370,R-BTA-1675928;R-CEL-1675928;R-CFA-1675928;R-DDI-1675928;R-DME-1675928;R-DRE-1675928;R-GGA-1675928;R-HSA-1675928;R-MMU-1675928;R-RNO-1675928;R-SSC-1675928;R-XTR-1675928
92,1 PI + 1 ATP [cytosol] <=> 1 ADP [cytosol] + 1 PIP,L_HGmodify,,R-ALL-1806199 + R-ALL-113592 <=> R-ALL-29370 + R-ALL-1806200,R-BTA-1675939;R-CEL-1675939;R-CFA-1675939;R-DDI-1675939;R-DME-1675939;R-DRE-1675939;R-GGA-1675939;R-HSA-1675939;R-MMU-1675939;R-PFA-1675939;R-RNO-1675939;R-SCE-1675939;R-SPO-1675939;R-SSC-1675939;R-XTR-1675939
93,1 H2O [cytosol] + 1 PIP3 <=> 1 Pi [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-29356 + R-ALL-179838 <=> R-ALL-29372 + R-ALL-202247,R-BTA-1675949;R-CEL-1675949;R-CFA-1675949;R-DME-1675949;R-DRE-1675949;R-GGA-1675949;R-HSA-1675949;R-MMU-1675949;R-PFA-1675949;R-RNO-1675949;R-SCE-1675949;R-SSC-1675949;R-XTR-1675949
94,1 ATP [cytosol] + 1 PI <=> 1 ADP [cytosol] + 1 PIP,L_HGmodify,,R-ALL-113592 + R-ALL-1524146 <=> R-ALL-29370 + R-ALL-1806159,R-BTA-1675961;R-CEL-1675961;R-CFA-1675961;R-DDI-1675961;R-DME-1675961;R-DRE-1675961;R-GGA-1675961;R-HSA-1675961;R-MMU-1675961;R-PFA-1675961;R-RNO-1675961;R-SCE-1675961;R-SPO-1675961;R-SSC-1675961;R-XTR-1675961
95,1 PI + 1 ATP [cytosol] <=> 1 PIP + 1 ADP [cytosol],L_HGmodify,,R-ALL-1806199 + R-ALL-113592 <=> R-ALL-1806180 + R-ALL-29370,R-BTA-1675974;R-CEL-1675974;R-CFA-1675974;R-DME-1675974;R-DRE-1675974;R-GGA-1675974;R-HSA-1675974;R-MMU-1675974;R-RNO-1675974;R-SCE-1675974;R-SPO-1675974;R-SSC-1675974;R-XTR-1675974
96,1 PIP + 1 H2O [cytosol] <=> 1 Pi [cytosol] + 1 PI,L_HGmodify,,R-ALL-1806276 + R-ALL-29356 <=> R-ALL-29372 + R-ALL-426658,R-BTA-1675994;R-BTA-6809325;R-CEL-1675994;R-CEL-6809325;R-CFA-1675994;R-CFA-6809325;R-DDI-1675994;R-DDI-6809325;R-DME-1675994;R-DME-6809325;R-DRE-1675994;R-DRE-6809325;R-GGA-1675994;R-GGA-6809325;R-HSA-1675994;R-HSA-6809325;R-HSA-6809975;R-MMU-1675994;R-MMU-6809325;R-RNO-1675994;R-RNO-6809325;R-SCE-1675994;R-SCE-6809325;R-SPO-1675994;R-SPO-6809325;R-SSC-1675994;R-SSC-6809325;R-XTR-1675994;R-XTR-6809325
97,1 ATP [cytosol] + 1 PI <=> 1 PIP + 1 ADP [cytosol],L_HGmodify,,R-ALL-113592 + R-ALL-1806195 <=> R-ALL-1806198 + R-ALL-29370,R-BTA-1676024;R-CEL-1676024;R-CFA-1676024;R-DDI-1676024;R-DME-1676024;R-DRE-1676024;R-GGA-1676024;R-HSA-1676024;R-MMU-1676024;R-PFA-1676024;R-RNO-1676024;R-SCE-1676024;R-SPO-1676024;R-SSC-1676024;R-XTR-1676024
98,1 ATP [cytosol] + 1 PIP2 <=> 1 PIP3 + 1 ADP [cytosol],L_HGmodify,,R-ALL-113592 + R-ALL-179856 <=> R-ALL-179838 + R-ALL-29370,R-BTA-1676048;R-CEL-1676048;R-CFA-1676048;R-DDI-1676048;R-DME-1676048;R-DRE-1676048;R-GGA-1676048;R-HSA-1676048;R-MMU-1676048;R-RNO-1676048;R-SSC-1676048;R-XTR-1676048
99,1 H2O [cytosol] + 1 PIP2 <=> 1 PIP + 1 Pi [cytosol],L_HGmodify,,R-ALL-29356 + R-ALL-1806289 <=> R-ALL-1806212 + R-ALL-29372,R-BTA-1676065;R-CEL-1676065;R-CFA-1676065;R-DDI-1676065;R-DME-1676065;R-DRE-1676065;R-GGA-1676065;R-HSA-1676065;R-MMU-1676065;R-RNO-1676065;R-SCE-1676065;R-SPO-1676065;R-SSC-1676065;R-XTR-1676065
100,1 ATP [cytosol] + 1 PIP <=> 1 ADP [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-113592 + R-ALL-392417 <=> R-ALL-29370 + R-ALL-179856,R-BTA-1676082;R-CEL-1676082;R-CFA-1676082;R-DDI-1676082;R-DME-1676082;R-DRE-1676082;R-GGA-1676082;R-HSA-1676082;R-MMU-1676082;R-PFA-1676082;R-RNO-1676082;R-SCE-1676082;R-SPO-1676082;R-SSC-1676082;R-XTR-1676082
101,1 H2O [cytosol] + 1 PIP2 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-1806205 <=> R-ALL-29372 + R-ALL-1806259,R-BTA-1676105;R-CEL-1676105;R-CFA-1676105;R-DDI-1676105;R-DME-1676105;R-DRE-1676105;R-GGA-1676105;R-HSA-1676105;R-MMU-1676105;R-RNO-1676105;R-SCE-1676105;R-SPO-1676105;R-SSC-1676105;R-XTR-1676105
102,1 ATP [cytosol] + 1 PIP <=> 1 ADP [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-113592 + R-ALL-392417 <=> R-ALL-29370 + R-ALL-202247,R-BTA-1676109;R-CEL-1676109;R-CFA-1676109;R-DDI-1676109;R-DME-1676109;R-DRE-1676109;R-GGA-1676109;R-HSA-1676109;R-MMU-1676109;R-RNO-1676109;R-SSC-1676109;R-XTR-1676109
103,1 PIP + 1 ATP [cytosol] <=> 1 PIP2 + 1 ADP [cytosol],L_HGmodify,,R-ALL-1806276 + R-ALL-113592 <=> R-ALL-1806224 + R-ALL-29370,R-BTA-1676134;R-CEL-1676134;R-CFA-1676134;R-DDI-1676134;R-DME-1676134;R-DRE-1676134;R-GGA-1676134;R-HSA-1676134;R-MMU-1676134;R-PFA-1676134;R-RNO-1676134;R-SCE-1676134;R-SPO-1676134;R-SSC-1676134;R-XTR-1676134
104,1 H2O [cytosol] + 1 PIP <=> 1 Pi [cytosol] + 1 PI,L_HGmodify,,R-ALL-29356 + R-ALL-1806200 <=> R-ALL-29372 + R-ALL-1806199,R-BTA-1676141;R-CEL-1676141;R-CEL-6809720;R-CFA-1676141;R-CFA-6809720;R-DDI-1676141;R-DDI-6809720;R-DME-1676141;R-DME-6809720;R-DRE-1676141;R-DRE-6809720;R-GGA-1676141;R-GGA-6809720;R-HSA-1676141;R-HSA-6809720;R-MMU-1676141;R-MMU-6809720;R-RNO-1676141;R-RNO-6809720;R-SCE-1676141;R-SCE-6809720;R-SPO-1676141;R-SPO-6809720;R-SSC-1676141;R-SSC-6809720;R-XTR-1676141;R-XTR-6809720
105,1 PIP + 1 ATP [cytosol] <=> 1 ADP [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-1806276 + R-ALL-113592 <=> R-ALL-29370 + R-ALL-202247,R-BTA-1676145;R-CEL-1676145;R-CFA-1676145;R-DDI-1676145;R-DME-1676145;R-DRE-1676145;R-GGA-1676145;R-HSA-1676145;R-MMU-1676145;R-PFA-1676145;R-RNO-1676145;R-SCE-1676145;R-SPO-1676145;R-SSC-1676145;R-XTR-1676145
106,1 H2O [cytosol] + 1 PIP2 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-1806238 <=> R-ALL-29372 + R-ALL-1806200,R-BTA-1676162;R-CEL-1676162;R-CFA-1676162;R-DME-1676162;R-DRE-1676162;R-GGA-1676162;R-HSA-1676162;R-MMU-1676162;R-RNO-1676162;R-SSC-1676162;R-XTR-1676162
107,1 H2O [cytosol] + 1 PIP2 <=> 1 PIP + 1 Pi [cytosol],L_HGmodify,,R-ALL-29356 + R-ALL-202247 <=> R-ALL-1806276 + R-ALL-29372,R-BTA-1676164;R-CEL-1676164;R-CFA-1676164;R-DME-1676164;R-DRE-1676164;R-GGA-1676164;R-HSA-1676164;R-MMU-1676164;R-RNO-1676164;R-SSC-1676164;R-XTR-1676164
108,1 H2O [cytosol] + 1 PIP2 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-179856 <=> R-ALL-29372 + R-ALL-392417,R-BTA-1676177;R-CEL-1676177;R-CFA-1676177;R-DDI-1676177;R-DME-1676177;R-DRE-1676177;R-GGA-1676177;R-HSA-1676177;R-MMU-1676177;R-PFA-1676177;R-RNO-1676177;R-SCE-1676177;R-SPO-1676177;R-SSC-1676177;R-XTR-1676177
109,1 ATP [cytosol] + 1 PI <=> 1 ADP [cytosol] + 1 PIP,L_HGmodify,,R-ALL-113592 + R-ALL-1524146 <=> R-ALL-29370 + R-ALL-1806217,R-BTA-1676185;R-CEL-1675883;R-CEL-1676185;R-CFA-1675883;R-CFA-1676185;R-DDI-1675883;R-DDI-1676185;R-DME-1675883;R-DME-1676185;R-DRE-1675883;R-DRE-1676185;R-GGA-1675883;R-GGA-1676185;R-HSA-1675883;R-HSA-1676185;R-MMU-1675883;R-MMU-1676185;R-PFA-1675883;R-RNO-1675883;R-RNO-1676185;R-SCE-1675883;R-SCE-1676185;R-SPO-1675883;R-SPO-1676185;R-SSC-1675883;R-SSC-1676185;R-XTR-1675883;R-XTR-1676185
110,1 H2O [cytosol] + 1 PIP2 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-1806224 <=> R-ALL-29372 + R-ALL-1806240,R-BTA-1676203;R-BTA-6809320;R-CEL-1676203;R-CEL-6809320;R-CFA-1676203;R-CFA-6809320;R-DDI-1676203;R-DDI-6809320;R-DME-1676203;R-DME-6809320;R-DRE-1676203;R-DRE-6809320;R-GGA-1676203;R-GGA-6809320;R-HSA-1676203;R-HSA-6809320;R-HSA-6809944;R-MMU-1676203;R-MMU-6809320;R-RNO-1676203;R-RNO-6809320;R-SCE-1676203;R-SCE-6809320;R-SPO-1676203;R-SPO-6809320;R-SSC-1676203;R-SSC-6809320;R-XTR-1676203;R-XTR-6809320
111,1 PIP2 + 1 H2O [cytosol] <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-1806230 + R-ALL-29356 <=> R-ALL-29372 + R-ALL-1806217,R-BTA-1676204;R-CFA-1676204;R-DDI-1676204;R-DRE-1676204;R-GGA-1676204;R-HSA-1676204;R-MMU-1676204;R-RNO-1676204;R-SCE-1676204;R-SPO-1676204;R-SSC-1676204;R-XTR-1676204
112,1 PIP + 1 ATP [cytosol] <=> 1 ADP [cytosol] + 1 PIP2,L_HGmodify,,R-ALL-1806180 + R-ALL-113592 <=> R-ALL-29370 + R-ALL-1806238,R-BTA-1676206;R-CEL-1676206;R-CFA-1676206;R-DDI-1676206;R-DME-1676206;R-DRE-1676206;R-GGA-1676206;R-HSA-1676206;R-MMU-1676206;R-RNO-1676206;R-SSC-1676206;R-XTR-1676206
113,1 H+ [cytosol] + 1 O2 [cytosol] + 1 SQNE [cytosol] + 1 NADPH [cytosol] <=> 1 SQOX [cytosol] + 1 H2O [cytosol] + 1 NADP+ [cytosol],,,R-ALL-70106 + R-ALL-29368 + R-ALL-191269 + R-ALL-29364 <=> R-ALL-191309 + R-ALL-29356 + R-ALL-29366,R-BTA-191299;R-CFA-191299;R-DDI-191299;R-DRE-191299;R-GGA-191299;R-HSA-191299;R-MMU-191299;R-RNO-191299;R-SCE-191299;R-SPO-191299;R-SSC-191299;R-XTR-191299
114,1 GPP [cytosol] + 1 IPPP [cytosol] <=> 1 PPi [cytosol] + 1 FAPP [cytosol],,,R-ALL-191409 + R-ALL-191362 <=> R-ALL-111294 + R-ALL-191385,R-BTA-191303;R-CEL-191303;R-CFA-191303;R-DDI-191303;R-DME-191303;R-DRE-191303;R-GGA-191303;R-HSA-191303;R-MMU-191303;R-PFA-191303;R-RNO-191303;R-SCE-191303;R-SPO-191303;R-SSC-191303;R-XTR-191303
115,1 DMAPP [cytosol] + 1 IPPP [cytosol] <=> 1 PPi [cytosol] + 1 GPP [cytosol],,,R-ALL-191324 + R-ALL-191362 <=> R-ALL-111294 + R-ALL-191409,R-BTA-191322;R-CEL-191322;R-CFA-191322;R-DDI-191322;R-DME-191322;R-DRE-191322;R-GGA-191322;R-HSA-191322;R-MMU-191322;R-PFA-191322;R-RNO-191322;R-SCE-191322;R-SPO-191322;R-SSC-191322;R-XTR-191322
116,1 bHMG-CoA [cytosol] + 2 H+ [cytosol] + 2 NADPH [cytosol] <=> 2 NADP+ [cytosol] + 1 CoA-SH [cytosol] + 1 MVA [cytosol],,,R-ALL-191374 + R-ALL-70106 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-76194 + R-ALL-191424,R-BTA-191352;R-CEL-191352;R-CFA-191352;R-DDI-191352;R-DME-191352;R-DRE-191352;R-GGA-191352;R-HSA-191352;R-MMU-191352;R-RNO-191352;R-SCE-191352;R-SPO-191352;R-XTR-191352
117,1 IPPP [cytosol] <=> 1 DMAPP [cytosol],,,R-ALL-191362 <=> R-ALL-191324,R-BTA-191382;R-CEL-191382;R-DDI-191382;R-DME-191382;R-DRE-191382;R-GGA-191382;R-HSA-191382;R-MMU-191382;R-RNO-191382;R-SCE-191382;R-SPO-191382;R-SSC-191382;R-XTR-191382
118,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 PSQPP [cytosol] <=> 1 PPi [cytosol] + 1 SQNE [cytosol] + 1 NADP+ [cytosol],,,R-ALL-70106 + R-ALL-29364 + R-ALL-191265 <=> R-ALL-111294 + R-ALL-191269 + R-ALL-29366,R-BTA-191402;R-CFA-191402;R-DDI-191402;R-DRE-191402;R-GGA-191402;R-HSA-191402;R-MMU-191402;R-RNO-191402;R-SCE-191402;R-SPO-191402;R-SSC-191402;R-XTR-191402
