,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
90,1 water + 1 Cer 17:1 <=> 1 LCB  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:70846 <=> CHEBI:70771 + CHEBI:28868,RHEA:34711
91,1 coenzyme A(4-) + 1 hydron + 1 Cer 17:1 <=> 1 LCB  + 1 ACoA,L_FAdelete,,CHEBI:57287 + CHEBI:15378 + CHEBI:70846 <=> CHEBI:70771 + CHEBI:58342,RHEA:34731
92,1 water + 1 SM 17:1 <=> 1 hydron + 1 choline phosphate(1-) + 1 Cer 17:1,L_HGdelete,,CHEBI:15377 + CHEBI:70775 <=> CHEBI:15378 + CHEBI:295975 + CHEBI:70846,RHEA:34739
93,1 ATP(4-) + 1 Cer 17:1 <=> 1 ADP(3-) + 1 hydron + 1 N-acyl-15-methylhexadecasphing-4-enine-1-phosphate(2-),L_HGdelete,,CHEBI:30616 + CHEBI:70846 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:71156,RHEA:34751
94,1 water + 1 HexCer 17:1 <=> 1 D-glucopyranose + 1 Cer 17:1,L_HGdelete,,CHEBI:15377 + CHEBI:70815 <=> CHEBI:4167 + CHEBI:70846,RHEA:34755
95,1 water + 1 N-acyl-15-methylhexadecasphing-4-enine-1-phosphate(2-) <=> 1 hydrogenphosphate + 1 Cer 17:1,L_HGdelete,,CHEBI:15377 + CHEBI:71156 <=> CHEBI:43474 + CHEBI:70846,RHEA:34831
96,1 hydron + 1 LPI  + 1 NEFA  <=> 1 water + 1 PI,L_FAdelete,,CHEBI:15378 + CHEBI:64872 + CHEBI:28868 <=> CHEBI:15377 + CHEBI:57880,RHEA:35263
97,1 1-acylglycerone 3-phosphate(2-) + 1 long-chain fatty alcohol <=> 1 1-alkylglycerone 3-phosphate(2-) + 1 long-chain fatty acid anion + 1 hydron,L_FAether,,CHEBI:57534 + CHEBI:17135 <=> CHEBI:73315 + CHEBI:57560 + CHEBI:15378,RHEA:36171
98,1 2-acyl-1-alkyl-sn-glycero-3-phosphocholine + 1 water <=> 1 hydron + 1 LPC O-  + 1 NEFA,L_FAdelete,,CHEBI:36702 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:30909 + CHEBI:28868,RHEA:36231
99,1 water + 1 CE  <=> 1 hydron + 1 NEFA  + 1 Cholesterol,L_FAdelete,,CHEBI:15377 + CHEBI:17002 <=> CHEBI:15378 + CHEBI:28868 + CHEBI:16113,RHEA:36403
100,1 C24:1-CoA(4-) + 1 LCB  <=> 1 coenzyme A(4-) + 1 hydron + 1 N-tetracosenoyl-C17-sphingosine,,,CHEBI:74146 + CHEBI:74166 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:74185,RHEA:36743
101,"1 alpha-linolenoyl-containing glycerolipid + 2 iron(2+) + 2 hydron + 1 dioxygen <=> 2 iron(3+) + 1 (5Z,9Z,12Z,15Z)-octadecatetraenoyl-containing glycerolipid + 2 water",L_FAmodify,,CHEBI:90078 + CHEBI:29033 + CHEBI:15378 + CHEBI:15379 <=> CHEBI:29034 + CHEBI:88239 + CHEBI:15377,RHEA:38039
102,"2 iron(2+) + 1 oleoyl-containing glycerolipid + 2 hydron + 1 dioxygen <=> 2 iron(3+) + 1 (9Z,12E)-octadecadienoyl-containing glycerolipid + 2 water",L_FAmodify,,CHEBI:29033 + CHEBI:88240 + CHEBI:15378 + CHEBI:15379 <=> CHEBI:29034 + CHEBI:88241 + CHEBI:15377,RHEA:38047
103,1 decan-1-ol + 1 ACoA  <=> 1 coenzyme A(4-) + 1 1-O-decyl-(9Z)-octadecenoate,,,CHEBI:28903 + CHEBI:57387 <=> CHEBI:57287 + CHEBI:75620,RHEA:38223
104,1 long-chain fatty alcohol + 1 ACoA  <=> 1 wax ester + 1 coenzyme A(4-),,,CHEBI:17135 + CHEBI:58342 <=> CHEBI:10036 + CHEBI:57287,RHEA:38443
105,1 water + 1 DAG  <=> 1 hydron + 1 MAG  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:77272 <=> CHEBI:15378 + CHEBI:64683 + CHEBI:28868,RHEA:38503
106,"1 N,O-diacylethanolamine + 1 acyl-sn-glycero-3-phosphocholine <=> 1 PC  + 1 N-acylethanolamines",L_FAdelete,,CHEBI:84481 + CHEBI:84465 <=> CHEBI:57643 + CHEBI:52640,RHEA:44496
107,2 iron(2+) + 1 2-saturated fatty acid anion + 2 hydron + 1 dioxygen <=> 2 iron(3+) + 1 2-hydroxy fatty acid anion + 1 water,,,CHEBI:29033 + CHEBI:83955 + CHEBI:15378 + CHEBI:15379 <=> CHEBI:29034 + CHEBI:76176 + CHEBI:15377,RHEA:39983
108,1 ATP(4-) + 1 water + 1 Cer  <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 Cer,L_FAmodify,,CHEBI:30616 + CHEBI:15377 + CHEBI:17761 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:17761,RHEA:50376
109,1 R-H + 1 dioxygen + 1 FMNH2(2-) <=> 1 alcohol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:142491 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:30879 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:17149
110,1 ATP(4-) + 1 water + 1 NEFA  <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 NEFA,,,CHEBI:30616 + CHEBI:15377 + CHEBI:28868 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:28868,RHEA:44544
111,1 water + 1 DAG  <=> 1 hydron + 1 MAG  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:47777 <=> CHEBI:15378 + CHEBI:64760 + CHEBI:28868,RHEA:44876
112,1 ATP(4-) + 1 water + 1 SM  <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 SM,L_FAmodify,,CHEBI:30616 + CHEBI:15377 + CHEBI:64583 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:64583,RHEA:46468
113,1 water + 1 DAG  <=> 1 hydron + 1 NEFA  + 1 MAG,,,CHEBI:15377 + CHEBI:77272 <=> CHEBI:15378 + CHEBI:28868 + CHEBI:17408,RHEA:39947
114,1 all-trans-retinyl ester + 1 DAG  <=> 1 TAG  + 1 all-trans-retinol,L_FAdelete,,CHEBI:63410 + CHEBI:18035 <=> CHEBI:64615 + CHEBI:17336,RHEA:44676
115,1 dodecan-1-ol + 1 LPA  <=> 1 hydron + 1 LPA O-  + 1 NEFA,L_FAether,,CHEBI:28878 + CHEBI:58303 <=> CHEBI:15378 + CHEBI:77466 + CHEBI:7896,RHEA:40683
116,1 long-chain fatty acid anion + 1 LPA  <=> 1 1-acylglycerone 3-phosphate(2-) + 1 NEFA,L_FAmodify,,CHEBI:57560 + CHEBI:58303 <=> CHEBI:57534 + CHEBI:7896,RHEA:40727
117,1 1-acylglycerone 3-phosphate(2-) + 1 NEFA  <=> 1 hydron + 1 LPA  + 1 NEFA,,,CHEBI:57534 + CHEBI:16125 <=> CHEBI:15378 + CHEBI:77429 + CHEBI:28868,RHEA:40935
118,1 water + 1 PS  <=> 1 hydron + 1 LPS  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:57262 <=> CHEBI:15378 + CHEBI:65214 + CHEBI:28868,RHEA:42212
119,1 ATP(4-) + 1 MAG  <=> 1 ADP(3-) + 1 hydron + 1 monoacyl-sn-glycerol 3-phosphate(2-),L_HGdelete,,CHEBI:30616 + CHEBI:17408 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:77589,RHEA:19293
120,1 UDP-alpha-D-glucose(2-) + 1 Cer 18:0 <=> 1 hydron + 1 UDP(3-) + 1 HexCer 18:0,L_HGdelete,,CHEBI:58885 + CHEBI:31488 <=> CHEBI:15378 + CHEBI:58223 + CHEBI:82919,RHEA:43360
121,1 L-erythro-N-acylsphingosine + 1 UDP-alpha-D-glucose(2-) <=> 1 beta-D-glucosyl-L-erythro-N-acylsphingosine + 1 hydron + 1 UDP(3-),L_HGdelete,,CHEBI:83223 + CHEBI:58885 <=> CHEBI:83224 + CHEBI:15378 + CHEBI:58223,RHEA:43364
122,1 dTDP-alpha-D-glucose(2-) + 1 Cer  <=> 1 dTDP(3-) + 1 hydron + 1 HexCer,L_HGdelete,,CHEBI:57477 + CHEBI:52639 <=> CHEBI:58369 + CHEBI:15378 + CHEBI:22801,RHEA:43372
123,1 galactosylceramide + 1 water <=> 1 D-galactopyranose + 1 Cer,L_HGdelete,,CHEBI:36498 + CHEBI:15377 <=> CHEBI:4139 + CHEBI:83273,RHEA:43412
124,1 water + 1 PC O-  <=> 1 hydron + 1 LPC O-  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:77286 <=> CHEBI:15378 + CHEBI:77287 + CHEBI:28868,RHEA:44068
125,1 decan-1-ol + 1 ACoA  <=> 1 coenzyme A(4-) + 1 NEFA,,,CHEBI:28903 + CHEBI:57379 <=> CHEBI:57287 + CHEBI:84063,RHEA:44096
126,1 nonan-1-ol + 1 ACoA  <=> 1 coenzyme A(4-) + 1 NEFA,,,CHEBI:35986 + CHEBI:57379 <=> CHEBI:57287 + CHEBI:84062,RHEA:44112
127,1 monobutyrin + 1 water <=> 1 glycerol + 1 hydron + 1 NEFA,,,CHEBI:76503 + CHEBI:15377 <=> CHEBI:17754 + CHEBI:15378 + CHEBI:17968,RHEA:44324
128,1 water + 1 PE  <=> 1 hydron + 1 LPE  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:64612 <=> CHEBI:15378 + CHEBI:65213 + CHEBI:28868,RHEA:44408
129,1 water + 1 PG  <=> 1 hydron + 1 LPG  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:64716 <=> CHEBI:15378 + CHEBI:64840 + CHEBI:28868,RHEA:44416
130,1 coenzyme A(4-) + 1 hydron + 1 N-acylheptadecasphingosine <=> 1 ACoA  + 1 LCB,L_FAdelete,,CHEBI:57287 + CHEBI:15378 + CHEBI:84445 <=> CHEBI:58342 + CHEBI:74166,RHEA:44424
131,1 1-O-acyl-N-acylsphingosine + 1 LPC  <=> 1 PC  + 1 Cer,L_FAdelete,"2,2",CHEBI:76222 + CHEBI:58168 <=> CHEBI:57643 + CHEBI:52639,RHEA:44456
132,1 O-(S-fatty acylpantetheine-4'-phosphoryl)-L-serine(1-) residue + 1 water <=> 1 hydron + 1 O-(pantetheine-4'-phosphoryl)serine(1-) residue + 1 NEFA,,,CHEBI:138651 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:64479 + CHEBI:28868,RHEA:44596
133,1 carboxylic acid anion + 1 ATP(4-) + 1 hydron <=> 1 acyl-AMP(1-) + 1 diphosphate(3-),,,CHEBI:29067 + CHEBI:30616 + CHEBI:15378 <=> CHEBI:141131 + CHEBI:33019,RHEA:56896
134,1 water + 1 MLCL  <=> 1 hydron + 1 DLCL  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:64743 <=> CHEBI:15378 + CHEBI:75137 + CHEBI:28868,RHEA:44616
135,1 water + 1 PA  <=> 1 hydron + 1 LPA  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:58608 <=> CHEBI:15378 + CHEBI:64982 + CHEBI:28868,RHEA:44648
136,1 2-acyl-1-alkyl-sn-glycero-3-phosphocholine + 1 LCB  <=> 1 hydron + 1 LPC O-  + 1 Cer,L_FAdelete,,CHEBI:36702 + CHEBI:57756 <=> CHEBI:15378 + CHEBI:30909 + CHEBI:52639,RHEA:44660
137,1 water + 1 PS  <=> 1 hydron + 1 LPS  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:57262 <=> CHEBI:15378 + CHEBI:64379 + CHEBI:28868,RHEA:44672
138,1 water + 1 PA O-  <=> 1 hydron + 1 LPA O-  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:73332 <=> CHEBI:15378 + CHEBI:58014 + CHEBI:28868,RHEA:44888
139,1 water + 1 TAG O-  <=> 1 hydron + 1 DAG O-  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:76585 <=> CHEBI:15378 + CHEBI:77274 + CHEBI:28868,RHEA:44940
140,1 water + 1 DAG O-  <=> 1 hydron + 1 MAG O-  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:77274 <=> CHEBI:15378 + CHEBI:15850 + CHEBI:28868,RHEA:44944
141,1 water + 1 TAG O-  <=> 1 hydron + 1 DAG O-  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:76585 <=> CHEBI:15378 + CHEBI:52595 + CHEBI:28868,RHEA:44948
142,1 (2R)-2-hydroxy fatty acid anion + 1 dioxygen <=> 1 carbon dioxide + 1 water + 1 NEFA,,,CHEBI:76177 + CHEBI:15379 <=> CHEBI:16526 + CHEBI:15377 + CHEBI:28868,RHEA:62420
143,1 14alpha-methyl steroid + 1 hydron + 1 dioxygen + 1 di-mu-sulfido-diiron(1+) <=> 1 Delta(14) steroid + 1 formate + 1 water + 1 di-mu-sulfido-diiron(2+),,,CHEBI:138029 + CHEBI:15378 + CHEBI:15379 + CHEBI:33738 <=> CHEBI:138031 + CHEBI:15740 + CHEBI:15377 + CHEBI:33737,RHEA:56752
144,"1 N-(acyl)-sphingosyl-1,3-cyclicphosphate(1-) + 1 choline <=> 1 SM ",,,CHEBI:143892 + CHEBI:15354 <=> CHEBI:64583,RHEA:60652
145,1 water + 1 SE  <=> 1 sterol + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:35915 <=> CHEBI:15889 + CHEBI:15378 + CHEBI:28868,RHEA:10100
146,1 aldehyde + 1 water + 1 NAD(1-) <=> 1 carboxylic acid anion + 2 hydron + 1 NADH(2-),,,CHEBI:17478 + CHEBI:15377 + CHEBI:57540 <=> CHEBI:29067 + CHEBI:15378 + CHEBI:57945,RHEA:16185
147,1 3-(acyloxy)acyl group + 1 water <=> 1 3-hydroxyacyl derivative of bacterial toxin + 1 hydron + 1 NEFA,,,CHEBI:136853 + CHEBI:15377 <=> CHEBI:140675 + CHEBI:15378 + CHEBI:28868,RHEA:12032
148,1 UDP-alpha-D-glucose(2-) + 1 Cer  <=> 1 hydron + 1 UDP(3-) + 1 HexCer,L_HGdelete,,CHEBI:58885 + CHEBI:52639 <=> CHEBI:15378 + CHEBI:58223 + CHEBI:22801,RHEA:12088
149,"1 1,2-diacyl-3-beta-D-galactosyl-sn-glycerol + 2 water <=> 1 3-O-beta-D-galactopyranosyl-sn-glycerol + 2 hydron + 2 NEFA ",,,CHEBI:17615 + CHEBI:15377 <=> CHEBI:15754 + CHEBI:15378 + CHEBI:28868,RHEA:13189
150,1 water + 1 HexCer  <=> 1 D-glucopyranose + 1 Cer,L_HGdelete,,CHEBI:15377 + CHEBI:22801 <=> CHEBI:4167 + CHEBI:52639,RHEA:13269
151,1 water + 1 HexCer 18:1 <=> 1 D-galactopyranose + 1 Cer,L_HGdelete,,CHEBI:15377 + CHEBI:18390 <=> CHEBI:4139 + CHEBI:52639,RHEA:14297
152,1 14alpha-methyl steroid + 1 dioxygen + 1 FMNH2(2-) <=> 1 Delta(14) steroid + 1 formate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:138029 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138031 + CHEBI:15740 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:54028
153,1 CDP-choline(1-) + 1 Cer  <=> 1 cytidine 5'-monophosphate(2-) + 1 hydron + 1 SM 18:1,L_HGdelete,,CHEBI:58779 + CHEBI:52639 <=> CHEBI:60377 + CHEBI:15378 + CHEBI:17636,RHEA:16273
154,"1 benzyl (2R,3S)-3-hydroxy-2-methylbutanoate + 1 NADP(3-) <=> 1 benzyl 2-methyl-3-oxobutanoate + 1 hydron + 1 NADPH(4-)",,,CHEBI:16239 + CHEBI:58349 <=> CHEBI:16079 + CHEBI:15378 + CHEBI:57783,RHEA:16405
155,1 water + 1 ACoA  <=> 1 coenzyme A(4-) + 1 hydron + 1 NEFA,FFA_modify,,CHEBI:15377 + CHEBI:58342 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:28868,RHEA:16781
156,1 water + 1 O-acyl-L-carnitine <=> 1 (R)-carnitine + 1 hydron + 1 NEFA,FFA_modify,,CHEBI:15377 + CHEBI:75659 <=> CHEBI:16347 + CHEBI:15378 + CHEBI:28868,RHEA:17101
157,1 long-chain fatty aldehyde + 1 FMNH2(2-) + 1 dioxygen <=> 1 long-chain fatty acid anion + 1 FMN(3-) + 2 hydron + 1 water + 1 photon,FFA_modify,,CHEBI:17176 + CHEBI:57618 + CHEBI:15379 <=> CHEBI:57560 + CHEBI:58210 + CHEBI:15378 + CHEBI:15377 + CHEBI:30212,RHEA:17181
158,1 water + 1 N-(long-chain-fatty-acyl)-L-glutamate <=> 1 long-chain fatty acid anion + 1 L-glutamate(1-),FFA_modify,,CHEBI:15377 + CHEBI:17583 <=> CHEBI:57560 + CHEBI:29985,RHEA:17517
159,1 ATP(4-) + 1 Cer  <=> 1 ADP(3-) + 1 hydron + 1 CerP 18:1,L_HGdelete,,CHEBI:30616 + CHEBI:52639 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:57674,RHEA:17929
160,1 water + 2 NAD(1-) + 1 NEFA  <=> 1 long-chain fatty acid anion + 1 hydron + 2 NADH(2-),,,CHEBI:15377 + CHEBI:57540 + CHEBI:77396 <=> CHEBI:57560 + CHEBI:15378 + CHEBI:57945,RHEA:17977
161,1 long-chain fatty acid anion + 1 hydron + 1 photon <=> 1 long-chain alkane + 1 carbon dioxide,,,CHEBI:57560 + CHEBI:15378 + CHEBI:30212 <=> CHEBI:83563 + CHEBI:16526,RHEA:18969
162,1 water + 1 SM  <=> 1 hydron + 1 choline phosphate(1-) + 1 Cer,L_HGdelete,,CHEBI:15377 + CHEBI:64583 <=> CHEBI:15378 + CHEBI:295975 + CHEBI:83273,RHEA:45300
163,1 water + 1 N-methylhexanamide <=> 1 methylammonium + 1 NEFA,,,CHEBI:15377 + CHEBI:15860 <=> CHEBI:59338 + CHEBI:17120,RHEA:20081
164,1 long-chain fatty acid anion + 1 ATP(4-) + 1 L-cysteine residue <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 S-(long-chain fatty acyl)-L-cysteine residue,,,CHEBI:57560 + CHEBI:30616 + CHEBI:29950 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:133479,RHEA:20101
165,1 water + 1 Cer  <=> 1 NEFA  + 1 LCB,L_FAdelete,,CHEBI:15377 + CHEBI:52639 <=> CHEBI:28868 + CHEBI:57756,RHEA:20856
166,1 water + 1 LPC  <=> 1 hydron + 1 choline alfoscerate + 1 NEFA,,,CHEBI:15377 + CHEBI:58168 <=> CHEBI:15378 + CHEBI:16870 + CHEBI:28868,RHEA:15177
167,2 hydron + 1 dioxygen + 2 di-mu-sulfido-diiron(1+) + 1 ST  <=> 1 11beta-hydroxy steroid + 1 water + 2 di-mu-sulfido-diiron(2+),,,CHEBI:15378 + CHEBI:15379 + CHEBI:33738 + CHEBI:35341 <=> CHEBI:35346 + CHEBI:15377 + CHEBI:33737,RHEA:15629
168,1 acyl-sn-glycero-3-phosphocholine + 1 DAG O-  <=> 1 MAG O-  + 1 PC,L_FAdelete,,CHEBI:84465 + CHEBI:76225 <=> CHEBI:77997 + CHEBI:57643,RHEA:44472
169,1 1-alkyl-2-acetylglycerol + 1 PC  <=> 1 1-alkyl-2-acetyl-3-acyl-sn-glycerol + 1 acyl-sn-glycero-3-phosphocholine,L_FAdelete,,CHEBI:75882 + CHEBI:57643 <=> CHEBI:17473 + CHEBI:84465,RHEA:44476
170,1 water + 1 PE  <=> 1 hydron + 1 LPE  + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:64612 <=> CHEBI:15378 + CHEBI:64381 + CHEBI:28868,RHEA:44604
171,1 water + 1 LPC  <=> 1 hydron + 1 choline alfoscerate + 1 NEFA,,,CHEBI:15377 + CHEBI:57875 <=> CHEBI:15378 + CHEBI:16870 + CHEBI:28868,RHEA:44696
172,"1 dioxygen + 1 FMNH2(2-) + 1 NAE  <=> 1 hydron + 1 water + 1 N-[(8Z,11Z,14Z)-5,6-epoxyicosatrienoyl]ethanolamine + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:2700 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:136988 + CHEBI:58210,RHEA:53156
173,1 monoacyl-3-O-(beta-D-galactosyl)-sn-glycerol + 1 water <=> 1 3-O-beta-D-galactopyranosyl-sn-glycerol + 1 hydron + 1 NEFA,,,CHEBI:141434 + CHEBI:15377 <=> CHEBI:15754 + CHEBI:15378 + CHEBI:28868,RHEA:57088
174,1 primary fatty amide + 1 water <=> 1 ammonium + 1 NEFA,,,CHEBI:143129 + CHEBI:15377 <=> CHEBI:28938 + CHEBI:28868,RHEA:63032
175,1 hydroperoxy polyunsaturated fatty acid anion + 1 hydron + 1 NADPH(4-) <=> 1 hydroxy polyunsaturated fatty acid anion + 1 water + 1 NADP(3-),FFA_modify,,CHEBI:134019 + CHEBI:15378 + CHEBI:57783 <=> CHEBI:131871 + CHEBI:15377 + CHEBI:58349,RHEA:50876
176,1 dopaminium(1+) + 1 ACoA  <=> 1 coenzyme A(4-) + 1 hydron + 1 N-palmitoyl dopamine,,,CHEBI:59905 + CHEBI:57379 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:134058,RHEA:51376
177,1 dopaminium(1+) + 1 ACoA  <=> 1 coenzyme A(4-) + 1 hydron + 1 N-oleoyldopamine,,,CHEBI:59905 + CHEBI:57387 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:31883,RHEA:51380
178,"1 N-hexadecanoyl-1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine(1-) + 1 water <=> 1 hydron + 1 PA 16:0,16:0 + 1 N-hexadecanoyl-ethanolamine",L_FAdelete,"1,2",CHEBI:134072 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:72859 + CHEBI:71464,RHEA:51408
179,1 ATP(4-) + 1 coenzyme A(4-) + 1 hydron + 1 NEFA  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 hydron + 1 ACoA,FFA_modify,,CHEBI:30616 + CHEBI:57287 + CHEBI:15378 + CHEBI:28868 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:15378 + CHEBI:58342,RHEA:51580
180,2 hydron + 1 mevastatin + 1 dioxygen + 2 di-mu-sulfido-diiron(1+) <=> 1 water + 2 di-mu-sulfido-diiron(2+) + 1 pravastatin lactone,L_HGmodify,,CHEBI:15378 + CHEBI:34848 + CHEBI:15379 + CHEBI:33738 <=> CHEBI:15377 + CHEBI:33737 + CHEBI:145933,RHEA:51668
181,"1 dioxygen + 1 FMNH2(2-) + 1 NAE  <=> 1 hydron + 1 water + 1 N-[(5Z,11Z,14Z)-8,9-epoxyicosatrienoyl]ethanolamine + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:2700 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:136989 + CHEBI:58210,RHEA:53140
182,"1 dioxygen + 1 FMNH2(2-) + 1 NAE  <=> 1 hydron + 1 water + 1 N-[(5Z,8Z,14Z)-11,12-epoxyicosatrienoyl]ethanolamine + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:2700 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:136990 + CHEBI:58210,RHEA:53144
183,"1 dioxygen + 1 FMNH2(2-) + 1 NAE  <=> 1 hydron + 1 water + 1 N-[(5Z,8Z,11Z)-14,15-epoxyicosatrienoyl]ethanolamine + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:2700 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:136991 + CHEBI:58210,RHEA:53148
184,1 dioxygen + 1 FMNH2(2-) + 1 NAE  <=> 1 hydron + 1 water + 1 N-(20-hydroxyarachidonoyl)ethanolamine + 1 FMN(3-),FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:2700 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:136992 + CHEBI:58210,RHEA:53152
185,1 water + 1 XXX  <=> 1 hydron + 1 LPA O-  + 1 N-acylethanolamines,L_FAdelete,"1,2",CHEBI:15377 + CHEBI:140403 <=> CHEBI:15378 + CHEBI:77283 + CHEBI:52640,RHEA:53176
186,1 dioxygen + 1 MAG 20:4 <=> 1 15(S)-HPETE 2-glyceryl ester,L_FAmodify,,CHEBI:15379 + CHEBI:52392 <=> CHEBI:137187,RHEA:53332
187,1 water + 1 IPC  <=> 1 1D-myo-inositol 1-phosphate(2-) + 1 hydron + 1 Cer,L_HGdelete,,CHEBI:15377 + CHEBI:64916 <=> CHEBI:58433 + CHEBI:15378 + CHEBI:83273,RHEA:55692
188,1 water + 1 MIPC  <=> 1 hydron + 1 mannose-1D-myo-inositol 1-phosphate(2-) + 1 Cer,L_HGdelete,,CHEBI:15377 + CHEBI:64997 <=> CHEBI:15378 + CHEBI:139147 + CHEBI:83273,RHEA:55696
189,1 water + 1 lovastatin <=> 1 (S)-2-methylbutanoate + 1 hydron + 1 monacolin J,,,CHEBI:15377 + CHEBI:40303 <=> CHEBI:145932 + CHEBI:15378 + CHEBI:79034,RHEA:62748
190,"1 water + 1 pravastatin lactone <=> 1 (S)-2-methylbutanoate + 1 hydron + 1 (4R,6R)-6-{2-[(1S,2S,6S,8S,8aR)-6,8-dihydroxy-2-methyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]ethyl}-4-hydroxyoxan-2-one",,,CHEBI:15377 + CHEBI:145933 <=> CHEBI:145932 + CHEBI:15378 + CHEBI:145931,RHEA:62752
191,1 water + 1 lovastatin <=> 1 hydron + 1 mevinolinate,,,CHEBI:15377 + CHEBI:40303 <=> CHEBI:15378 + CHEBI:79038,RHEA:63040
192,1 water + 1 pravastatin lactone <=> 1 hydron + 1 pravastatin(1-),,,CHEBI:15377 + CHEBI:145933 <=> CHEBI:15378 + CHEBI:63660,RHEA:63048
193,1 fatty acid-taurine conjugate(1-) + 1 water <=> 1 taurine zwitterion + 1 NEFA,FFA_modify,,CHEBI:132040 + CHEBI:15377 <=> CHEBI:507393 + CHEBI:28868,RHEA:63152
194,1 dioxygen + 1 MAG 20:4 <=> 1 12-HPETE 2-glyceryl ester,L_FAmodify,,CHEBI:15379 + CHEBI:52392 <=> CHEBI:146254,RHEA:63224
195,1 long-chain fatty acid anion + 1 ATP(4-) + 1 O-(pantetheine-4'-phosphoryl)serine(1-) residue <=> 1 O-[S-(long-chain fatty acyl)pantetheine-4'-phosphoryl]serine(1-) residue + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-),,,CHEBI:57560 + CHEBI:30616 + CHEBI:64479 <=> CHEBI:133243 + CHEBI:456215 + CHEBI:33019,RHEA:64660
196,"1 dioxygen + 1 NEFA  <=> 1 (6Z,8E,10E,14Z,16E,18R)-5,12,18-trihydroxyicosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:90818 <=> CHEBI:133822,RHEA:50868
197,"1 dioxygen + 1 NEFA  <=> 1 (7E,9E,11Z,13E,15R,17Z)-5,6,15-trihydroxyicosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:90819 <=> CHEBI:133821,RHEA:50872
198,1 dioxygen + 1 NEFA  <=> 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:90818 <=> CHEBI:132218,RHEA:51968
